Label,Label_Validator,Komentar_bersih,num_words,Threshold
0,0,di pegunungan kidul pacitan sampai trenggalek lamongan tuban rembang pati cilacap sampe kabar juga banyak emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy yang penting peningkatan sdm bos,23,22.0
0,0,mau dapat penghasilan dari mana jawa klo ngk dari luar jawa??palingan penghasilan di jawa cuman padi ajaa? apakah kota jawa akan maju klo cuman mengandalkan hasil dari padi nya?di bandingkan kan papua kaltim sulawesi sumatra yg memiliki banyak sumber daya alam contoh emas batu bara minyak dan gas tambang nikel dan lain sebagainya wkwk,54,22.0
0,0,cadangan migas terbanyak di jawa blok cepu kilang minyak terbesar ada di jawa mineral logam emas ada tambang emas di beberapa daerah seperti janglot dawuhan tegalrejo dan batu ulu di jawa barat ada tambang emas pongkor yang dikelola oleh pt aneka tambang di jawa timur ada tambang emas tujuh bukit yang dikelola oleh pt merdeka copper gold bijih besi bijih besi juga merupakan komoditas yang ditambang di jawa seng seng ditambang di beberapa lokasi di pulau jawa titan titan ditemukan di pantai selat kediri pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya dieksploitasi mineral bukan logam fosfat fosfat dapat ditemukan di beberapa daerah di jawa barat jawa tengah dan jawa timur dolomit dolomit ditambang di tuban gresik dan madura garam batu garam batu ditambang di madura batu pualam batu pualam juga merupakan komoditas tambang di pulau jawa batu batuan batu gunung potensi tambang batu gunung ada di kendal jogorogo di kabupaten ngawi batu gamping batu gamping juga merupakan potensi tambang di pitu dan kasreman di kabupaten ngawi andesit andesit termasuk andesit batu hias diproduksi di jawa barat batu kapur batu kapur juga diproduksi di jawa barat bentonit bentonit juga diproduksi di jawa barat feldspar feldspar juga diproduksi di jawa barat marmer marmer juga diproduksi di jawa barat pasir pasang pasir pasang juga diproduksi di jawa barat sirtu sirtu juga diproduksi di jawa barat pasir kuarsa batu urug pasir kerikil pasir kuarsa dan jenis pasir lainnya diproduksi di jawa barat lain lain belerang belerang juga merupakan komoditas tambang yang diproduksi di pulau jawa batubara batubara ada di beberapa daerah di pulau jawa seperti bayah dan rangkasbitung di banten serta di bogor sukabumi purwakarta tasikmalaya dan garut tambang yang belum dieksploitasi pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya,291,22.0
0,0,toyota dan honda memiliki pabrik di jawa untuk memproduksi mobil perusahaan produk konsumen unilever nestle dan coca cola memiliki pabrik dan kantor di jawa untuk memproduksi produk makanan dan minuman perusahaan elektronik samsung dan apple memiliki pabrik dan kantor di jawa untuk memproduksi perangkat elektronik perusahaan migas petronas perusahaan minyak dan gas asal malaysia juga memiliki kegiatan di jawa timur melalui kontrak kerja sama north madura ii perusahaan lain perusahaan lain seperti pt meiloon technology indonesia pt sagami indonesia dan pt cds asia juga telah merelokasi pabrik dari cina ke indonesia dan beroperasi di jawa,95,22.0
0,0,ya lantaran pusat negara di sana coba negara ini bubar pasti perusahaan di sana pada gulung tikar investor pada berlarian meninggalkan jawa hama,23,22.0
0,0,gimna ga didirikan tanah yg akan di kerum kan buka di jawa coba yg di keruk jawa pasti perusaan akan dirikan di tempat yg lain,25,22.0
0,0,inves dijawa karna dari dulu jawa dijadikan pusat indonesia jawa dijadikan anak emas negara perusahaan besar kenapa inves nya dijawa karna dijawa banyak orang yg mau jadi pejabat dan mau jadi penguasa,32,22.0
0,0,yah karna pemerintah cuma fokus di jawa padahal jawa cuma jadi beban liat aja tambang emas di papua tapi pemerintah ga mau bangun apapun di papua jalan aja tunggu jokowi yg bangun makanya jawa itu beban,36,22.0
0,0,mikir aja dulu andai aja ibukota negara dari dulu bukan di pulau jawa pasti para investor dan perusahaan2 gede bkalan mikir dua kali untuk bangun pabrik di pulau jawa,29,22.0
0,0,kenyataannya sekarang 3 provinsi di jawa masuk dalam 10 besar dengan provinsi dengan jumlah orang miskin terbanyak di indonesia yaitu jatim jabar dan jateng,24,22.0
0,0,jawa itu welcome sesiapapun asalkan adab dan sopan santun dijaga kebanyakan g suka nuntut gaji lebih baik kerja dg gaji sedikit daripada nganggur makanya sekarang banyak pabrik yg pindah kejawa,30,22.0
0,0,banyak perusahaan besar dijawa tp yg punya asing org jawa sebagai pekerja kenapa banyak disana karna org jawa muda terpengaruh dan gampang di janjikan mereka hanya punya skil sebagai pekerja bukan bos atau pemilik emoji_folded_hands,35,22.0
0,0,maaf ya bukan di jawa tapi di tanah sunda kebanyakan pabrik gede klw pisah jawabarat pisah sendiri ngga mau sama jawa cukup pasundan padjajaran,24,22.0
0,0,kata siapa di jawa tengah di cilacap banyak perusahaan besar kilang minyak pabrik semen pun ada hnya kalah famous aja ama bekasi dan cikarang,24,22.0
0,0,lagian di jawa barat juga yg bnyak perusahaan besar kawasan industri cuma di sekitar bekasi cikarang dan karawang itupun karna mereka menompang perekonomian dki jakarta kalau gx deket jakarta mana ada th kawasan industri palingan sama kayak di jawa tengah ingan jawa barat maju karna menompang perekonomian dki jakarta,49,22.0
0,0,lihatnya jngan di sekitar jakarta coba lihat di sekitar pasundan timur cirebon dan sekitarnya masih sama rata nya kayak di jawa tengah kawasan bandung aja kalah jauh sama surabaya dan sekitarnya pdhl bandung dket jakarta,35,22.0
0,0,simpel aja suruh pada pulang k daerahnya ya udah sono suruh pada pindah k jawa tengah dan jawa timur biar ngga bikin macet jawa barat,25,22.0
0,0,ko buka google liat kekuasaan sultan tidore yg d pimpin sultan nuku tanpa tidore tdk ada lagi dr sabang sampe merauke hnya dr bandung ke jawa emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,30,22.0
0,0,kalo transmigrasi bantu yang dari hutan belantara buat kembangin kawasan tersebut kalo merantau nyari suaka di kota orang soalnya di tempat dia hutan semua,24,22.0
0,0,kalau lapangan kerja bnyak di jawa buat apa mereka keluar jawa kalau ga cari makan komenmu terlalu jumawa tp fakta nya tdk demikian,23,22.0
0,0,cukup bos karna orang jawa swmua punya rumah dan ladang banyak berkah hasil kerja nya kalau soal mkan jawa gak kuatir lapar takut u ma kluarga mu gk bisa makan saat ini malu bos saya orang jawa bos di kira jawa miskin salah anda main2 ke jawa bos semua tanaman ada di jawa jeruk semangka tembakau alat2 rumah pabrik 2 besar dan tambang pasir besi pasir hitam jangan salah minyak pun ada sawit pun juga da bos klapa buat minyak lo juga punya pabrik gula banyak bukan 1 tapi bnyak dan punya sumber daya listrik terbesar ya kalau makan jawa gak takut lapar kenyang trus bos asal jangan masal emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_folded_hands,114,22.0
0,0,knp sih yang gasuka jawa pasti akun private akun secuil followers? dr sini aja keliatan kualitas sdm nya ngapain kita capek ngurusin dia orang guys wk nguras tenaga doang gada guna,31,22.0
0,0,lahh lu pikir kalo jawa misah ga bisa hidup sejahtera? jangankan di indonesia sndiri orang jawa aja banyak yg berkelana keluar negeri sukses hidup ga sesempit itu emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat wkwk,30,22.0
0,0,knp sih yang gasuka jawa pasti akun private akun secuil followers? dr sini aja keliatan kualitas sdm nya ngapain kita capek ngurusin dia orang guys wk nguras tenaga doang gada guna,31,22.0
0,0,lahh lu pikir kalo jawa misah ga bisa hidup sejahtera? jangankan di indonesia sndiri orang jawa aja banyak yg berkelana keluar negeri sukses hidup ga sesempit itu emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat wkwk,30,22.0
0,0,cukup emoji_smiling_face di kira di pula jawa cuma ada org jawa? di sini aka ada ribuan suku lainnya kok tapi cukup aja tuh,23,22.0
0,0,mas itu bukan salh sukunya itu salah orang nya yang ga mau nyari pekerjaan lain kalau lu udah dewasa harusnya pikiran mu gak begini,24,22.0
0,0,atas dasar ap memulangkan orang jawa sedangkan orang jawa banyak yg sukses di perantauan atas dasar usaha mereka bukan hasil malak ataupun merampas,23,22.0
0,0,mineral logam emas ada tambang emas di beberapa daerah seperti janglot dawuhan tegalrejo dan batu ulu di jawa barat ada tambang emas pongkor yang dikelola oleh pt aneka tambang di jawa timur ada tambang emas tujuh bukit yang dikelola oleh pt merdeka copper gold bijih besi bijih besi juga merupakan komoditas yang ditambang di jawa seng seng ditambang di beberapa lokasi di pulau jawa titan titan ditemukan di pantai selat kediri pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya dieksploitasi mineral bukan logam fosfat fosfat dapat ditemukan di beberapa daerah di jawa barat jawa tengah dan jawa timur dolomit dolomit ditambang di tuban gresik dan madura garam batu garam batu ditambang di madura batu pualam batu pualam juga merupakan komoditas tambang di pulau jawa batu batuan batu gunung potensi tambang batu gunung ada di kendal jogorogo di kabupaten ngawi batu gamping batu gamping juga diproduksi di pitu dan kasreman di kabupaten ngawi andesit andesit termasuk andesit batu hias diproduksi di jawa barat batu kapur batu kapur juga diproduksi di jawa barat bentonit bentonit juga diproduksi di jawa barat feldspar feldspar juga diproduksi di jawa barat marmer marmer juga diproduksi di jawa barat pasir pasang pasir pasang juga diproduksi di jawa barat sirtu sirtu juga diproduksi di jawa barat pasir kuarsa batu urug pasir kerikil pasir kuarsa dan jenis pasir lainnya diproduksi di jawa barat lain lain belerang belerang juga merupakan komoditas tambang yang diproduksi di pulau jawa batubara batubara ada di beberapa daerah di pulau jawa seperti bayah dan rangkasbitung di banten serta di bogor sukabumi purwakarta tasikmalaya dan garut tambang yang belum dieksploitasi pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya,276,22.0
0,0,saya pun asli sumatera pak komen sy itu cuma dari pendapat sy dan data yang sy cari semua pulau butuh pulau lainya itu guna nya saling bahu membahu ingat kita ini nkri,32,22.0
0,0,orang jawa ada dimana mana jepang taiwan suriname bukti bahwa mereka bisa beradaptasi dgn keadaan apapun tanpa berbuat rusuh tau animisme dinamisme bersahabat dgn lingkungan dimana bumi dipijak disana langit dijunjung,31,22.0
0,0,miris yah bocah sekarang hal kecil aja di debatin bela belain bawa fisik emoji_grinning_squinting_face pdhl dengan debat kya gtu ga bakal bkin lu untung debat tuh yg sedikit berguna udh pda bisa mikir kan emoji_grinning_squinting_face,35,22.0
0,0,kilang minyak cilacap tambang emas banyuwangi lumbung padi penyumbang pengahasilan negara 57 inipun kebanyakn dari pajak bukan sda karena kita ngasilin duit dari keringat bukan hadiah dari tuhan terus koar2 emoji_index_pointing_at_the_viewer emoji_face_with_tears_of_joy,32,22.0
0,0,awal mula korupsi jaman voc bupati gubernur di jawa juga duluan artinya akar nya dari jawa semuanya sedangkan pemikir kritis dari sumatra seperti tan malaka hatta agus salim dan banyak lagi,31,22.0
0,0,lupa ama pelita 2 lupa ama tujuan dibangun ikn diluar jawa lupa ama tingkat pendidikan tertinggi di jawa lupa ama presiden indonesia yang dominn jawa,25,22.0
0,0,tambang apa di jawa jelaskan jawa banyak di kalimantan kerja di tambang jualan di pentol jualan macam coba sebutkan tambang apa di jawa,23,22.0
0,0,yaa beginilah faktanya ketika bhineka tunggal ika hanya sebatas tulisan yg ga ada artinya emoji_relieved_face jd jgn mengharapkan indonesia maju soalnya yg di atas aja udh ga bener yaa pasti berefek ke rakyat2 nya,34,22.0
0,0,ya mau gimana lagi itulah rakyat indonesia suka membandingkan semua provinsi saling melengkapi contoh bali tidak punya pembangkit listrik trs itu listrik di bali juga dari jawa sama sama saling melengkapi,31,22.0
0,0,mention_user yohanes palembang mantap kalau emang dididik keras dari lahir emoji_flexed_biceps tapi jangan cuma keras harus dibarengin juga sama pendidikan yang bagus integritas dan kerja nyata soalnya keras doang tanpa arah ujungnya cuma jadi emosi bukan solusi banyak daerah keras mentalnya tapi tetap ketinggalan karena gak mau terbuka sama ilmu dan perubahan jadi semangat keras itu harus disalurkan buat bangun sdm bukan buat saling sindir provinsi lain baru deh bisa beneran maju emoji_fire,73,22.0
0,0,sedangkan pulau lain harus membangun pusat pemerintahan pusat industri dan membutuhkan investor untuk melancarkan proyek itu yang anggarannya besar dimana pulau jawa udh ada tinggal nerusin dan bisa berpotensi seperti singapura yang kecil tapi maju belajar dulu sana dek,39,22.0
0,0,jangan terlalu di seriusin bg itu akun buzzer dari organisasi yg minta merdeka mereka cuma nyebar provokasi itumah kalo dia sampe segitunya berarti emang dia kesusahan buat ngehasut orang gaperlu di jelasin panjang lebar karna komen lu gaakan di hargain sama dia mending ledek aja dia tetep manusia dia bakal tersiksa mentalnya kalo banyak orang yg ngeledek pas dia niat nyebar provokasi emoji_face_with_tears_of_joy,63,22.0
0,0,sory bro cadangan minyak terbanyak di jawa blok cepu kilang minyak terbesar di jawa juga tambang emas terbesar kedua ada dijawa rempah2 gak usah ditanya jawa melimpah provinsi lu bisa apa?,31,22.0
0,0,mention_user jawa kok di samain singapura gw sih malu lihat peta pulau jawa itu di bawah kapal luar dari afrika dan eropa juga paling berlabuh di sumatera lautan pasifik harus lewat sulawesi papua dan maluku laut china selatan harus lewat sumatera dan kalimantan belajar dulu sana dek photo,48,22.0
0,0,alasan kenapa belanda menjajah indonesia dulu karna kita masih berbentuk kerajaan dan berpecah belah belum jd negara kesatuan jd jangan ngadi ngadi pak emoji_beaming_face_with_smiling_eyes,24,22.0
0,0,kalo bentuknya masing masing begitu mudah bagi pihak asing buat mengambil alih dan masuk karna hanya negara yg persatuan nya lemah yg gampang dihancurkan liat timor timor aja sekarang korban intervensi bangsa lain skrg sumber daya alam mereka habis tp gabisa apa2 karna sudah milih misah dr indonesia,48,22.0
0,0,yang mau kudeta siapa emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing memisahkan diri bukan harus kudeta emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,32,22.0
0,0,dibalik sembilan naga ada 2 gubernur yang tidak pernah masuk berita yaitu jogja dan solo kamu harus cari tahu itu satu satunya kota di indonesia yang masih berdiri kerajaan dan kesultanan adalah solo dan jogja dan itu dijawa di kota sumatera apakah masih ada raja dan sultan yang jadi gubernur turun menurun? jadi damailah indonesia adalah masyarakat yang tenang dan damai jangan gampang terprovokasi oleh sosial media,67,22.0
0,0,iya memang betul banyak sumber daya alam berasal dari luar jawa tapi jangan lupa juga kalau sumber daya itu cuma diambil tanpa dikelola dengan benar tanpa pendidikan teknologi dan sistem distribusi yang kuat ya tidak akan jadi apa apa jakarta dan pulau jawa secara umum memang jadi pusat pengelolaan dan distribusi nasional karena sumber daya manusianya sudah lebih siap infrastrukturnya lengkap dan akses ke pasar jauh lebih luas banyak hasil tambang perkebunan atau sumber daya dari daerah lain yang akhirnya diolah dipasarkan bahkan diekspor lewat jawa itu bukan berarti jawa numpang atau mengandalkan tapi justru bagian dari sistem ekonomi nasional yang saling terhubung tanpa peran jawa banyak potensi dari daerah lain yang justru tidak terserap dengan maksimal jadi daripada saling hina mending kita saling dukung semua daerah itu saling butuh gak ada yang lebih tinggi atau lebih rendah,138,22.0
0,0,nah itu dia makasih bro mention_user octaviawan c dennett contoh nauru pas banget negara kecil yang dulu kaya fosfat tapi karena salah kelola dan terlalu bergantung sama sda sekarang malah jadi salah satu negara dengan krisis ekonomi jadi poinnya dari awal emang jelas punya sumber daya alam itu bagus tapi bukan jaminan yang paling penting tuh gimana cara ngelola pendidikan rakyatnya sistem pemerintahan dan budaya kerjanya sayangnya masih banyak yang mikir asal ada tambang langsung pasti makmur padahal sejarah udah buktiin berkali kali sda bisa habis tapi sdm berkualitas itu yang bikin negara bertahan dan maju,96,22.0
0,0,ada kemungkinan mereka juga akan ditekan negara maju untuk hanya menjual bahan mentah aja apa lagi statusnya adlh negara yang masih baru merdeka,23,22.0
0,0,nah betul banget bro mention_user octaviawan c dennett kemandirian itu lahir dari proses pembangunan bukan cuma dari teriak teriak soal sumber daya kalau masih di bawah jakarta kelasnya ya wajar aja masih butuh pusat namanya juga masih proses berkembang lagian kalau mau maju semua daerah harus saling dukung bukan malah saling ejek dari dulu negara ini berdiri karena kerjasama antar pulau bukan karena saling merasa paling yang dari tadi cuma nyindir dan ketawa tawain orang lain itu justru yang bikin mental bangsa gak maju maju,85,22.0
0,0,betul jakarta strategis secara geografis deket laut jawa pusat pelayaran dan dekat pusat populasi besar tapi justru karena itu juga jakarta jadi pusat logistik dan perdagangan nasional pelabuhan tanjung priok itu salah satu pelabuhan tersibuk di asia tenggara dan itu bukan karena dimenjain tapi karena sistem supply chain nya udah lama dibangun dan dikelola jadi bukan cuma masalah lokasi tapi juga kesiapan infrastruktur sdm dan manajemen banyak daerah lain juga punya laut dan pelabuhan tapi gak otomatis jadi pusat ekonomi kalau ekosistem industrinya belum siap lokasi itu modal tapi kalau gak dimaksimalkan tetap gak akan jadi apa apa,98,22.0
0,0,justru itu masalahnya bro indonesia udah puluhan tahun ekspor bahan mentah kayak nikel batu bara sawit tapi sekarang pemerintah mulai larang ekspor mentah dan bangun hilirisasi supaya kita jual dalam bentuk jadi nilainya jauh lebih tinggi jadi bukan soal dia jual tapi soal gimana cara jualnya biar bangsa sendiri yang untung bukan cuma asing yang panen kalau daerah lo punya sda justru saatnya minta pembangunan smelter pabrik dan industri biar gak cuma jadi lumbung bahan mentah,76,22.0
0,0,bro dari zaman kolonialpulau jawa itu udh jadi pusat wajar kalau pulau jawa khususnya jakarta lebih maju daripada pulau lain dia start dari awal,24,22.0
0,0,justru pendekatan resapan itu bagian dari solusi alami buat atasi banjir jakarta sekarang pakai strategi kombinasi sumur resapan normalisasi sungai dan pengendalian lewat pompa air hujan diarahkan masuk ke tanah lewat sumur resapan dan biopori biar nggak langsung lari ke drainase yang bisa bikin banjir kalau mau bandingkan lihat juga kota kota besar di luar jawa misalnya medan hampir tiap tahun dilanda banjir parah menurut data bnpb medan sering alami banjir akibat buruknya drainase dan tingginya konversi lahan hijau jadi permukiman tanpa sistem resapan yang layak makassar tahun 2023 lalu banjir sempat lumpuhkan sebagian kota penyebabnya kombinasi hujan ekstrem kurangnya ruang terbuka hijau dan sistem drainase yang belum mampu tampung debit air besar palembang daerah ini juga punya tantangan besar karena banyak kawasan rendah meskipun ada pembangunan kolam retensi sistem pompa dan drainase belum cukup mengimbangi curah hujan tinggi jadi sebelum hina jakarta cek dulu realita jakarta bukan satu satunya kota yang hadapi banjir tapi setidaknya jakarta udah mulai terapkan pendekatan modern dan terintegrasi sementara banyak kota lain bahkan belum punya sistem pendukung yang seimbang,175,22.0
0,0,nah bener banget bro mention_user orang suka lupa kalau jakarta itu punya laut kepulauan seribu yang kaya potensi wisata kelautan plus pelabuhan terbesar yang jadi pintu ekspor impor nasional jadi gak ada tuh istilah jakarta cuma ngandelin daerah lain justru jakarta itu pusat logistik transportasi keuangan dan pengolahan hasil dari seluruh indonesia tanpa sistem di jakarta banyak daerah juga susah distribusi semua saling butuh bukan saling rendahin maju itu bareng bareng bukan saling tuding emoji_face_with_bags_under_eyes emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,79,22.0
0,0,kau kira singapore ada sumber alamx belajar ekonomi biar paham dimana tempat byk manusia disitu jd pusat ekonomi krn disitu terjadi byk transaksi skali2 mainlah kepasar dan gunung biar kau bisa pelajari perbedaan keduanya,34,22.0
0,0,saya memahami bahwa jakarta tidak sempurna seperti kota besar lainnya yang punya tantangan tapi menutup mata terhadap kontribusi besar jakarta bagi indonesia juga bukan sikap yang adil jakarta telah menjadi pusat pertumbuhan ekonomi contohnya menurut bps 2023 dki jakarta merupakan provinsi dengan produk domestik regional bruto pdrb tertinggi di indonesia total pdrb jakarta mencapai rp 2 triliunan bisa cek sendiri datanya yang menjadikannya sebagai penyumbang terbesar terhadap ekonomi nasional belum lagi dari sisi pendidikan budaya dan peluang bagi banyak orang dari seluruh penjuru negeri kualitas sumber daya di jakartabaik manusia infrastruktur maupun akses informasijauh dari kata minim justru dari sinilah banyak inovasi kebijakan dan pemikiran strategis lahir dan berdampak nasional mari berdiskusi dengan objektif bukan dengan sentimen yang mengabaikan fakta dan kontribusi nyata btw keren statementnya mention_user  melihat dari berbagai sisi dan punya pandangan objektif terima kasih untuk edukasinya dan semoga masih banyak org waras yang mampu paham maksudnya salam damai emoji_sparkles semangat sebangsa,154,22.0
0,0,dulu masih hutan rawa2 gk ad yg mau yg bisa mengolah lahan orang jawa datang brsusah payah mengolah sekrang terlihat menghasil kn anda br kt sprti itu,27,22.0
0,0,wkwkwk makan mie dr jawa emoji_rolling_on_the_floor_laughing montor dr jawa jawa industri emoji_face_with_tears_of_joy jawa jd tokyo jepang lo emoji_face_with_tears_of_joy minyak di bojonegoro ada emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,24,22.0
0,0,percuma masing2 propinsi ingin merdeka karena jawa pasti akan menjadi yg terkuat diantara yg paling kuat fakta sdh membuktikan dan sejarah sdh mencatat ini tdk bisa dibantah,27,22.0
0,0,ya papua juga gak bakalan di masukin karena sudah berbeda jauh wilayah indonesia lainnya dan bung hatta seorang visioner kalau papua masuk ke nkri akan sering terkendala dengan keamanannya,29,22.0
0,0,betul dari dulu p jawa aja pusat pembanggunan dgn alasan di jawa populasi nya banyak jadi mudah balek modal kalo gitu ngapain aja pulau lain gabung kalau cuma di manfaatin,30,22.0
0,0,tanpa ganti sistem 200 tahun dari skrg pun kesenjangan antara pusat dan daerah tdk akan berubah kesenjangan itulah yg bisa menjadi pemicu daerah ingin freedom,25,22.0
0,0,berapa lama ? seumur jangung kan ? mana bisa kelihatan berhasil kalo sesingkat itu dan itu yg merubah dari serikat jadi seperti skrg bung karno kan,26,22.0
0,0,ya iya lah telor kan pulau jawa jadi pusat pengelola ekonomi indonesia coba tadi semua pabrik2 pengelola produksi di pindahkan ke pulau lain kan pulau yang lain itu jugak jadi penyumbang ekonomi indonesia otomatis semua barang mentah juga di kelola di luar pulau jawa jadi pulau jawa cuma jadi pusat pemerintahan aja tanpa pengasilan,54,22.0
0,0,sory bro cadangan minyak terbanyak di jawa blok cepu kilang minyak terbesar di jawa juga tambang emas terbesar kedua ada dijawa rempah2 gak usah ditanya jawa melimpah provinsi lu bisa apa?,31,22.0
0,0,jawa barat dan banten bukan jawa ya tapi pasundan padjajaran wilayah pasundan lbh maju ya klw pisah pisah sendiri wlwpun di pulau jawa,23,22.0
0,0,tidak lah kalian satu kesatuan satu bangsa satu negara toh kalian semua juga saling membutuhkan banyak nenek moyang kalian menikah dari suku 1 ke suku yg lain kenapa harus mendebatkan yang justru memperkeruh negara ini,35,22.0
0,0,tapi setau gw korupsi tdk bisa di praktikkan hanya dari suku bsa aja kalau msiah malah akan ada koruptor di daerah masing emoji_hot_beverage,23,22.0
0,0,siapa pewaris budaya kkn ????? pasti tau dong beliau yg di banga 2 kan sebagai bapak pembangunan dgn julukan smailing jendral emoji_face_with_hand_over_mouth emoji_folded_hands,23,22.0
0,0,mention_user mineral logam emas ada tambang emas di beberapa daerah seperti janglot dawuhan tegalrejo dan batu ulu di jawa barat ada tambang emas pongkor yang dikelola oleh pt aneka tambang di jawa timur ada tambang emas tujuh bukit yang dikelola oleh pt merdeka copper gold bijih besi bijih besi juga merupakan komoditas yang ditambang di jawa seng seng ditambang di beberapa lokasi di pulau jawa titan titan ditemukan di pantai selat kediri pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya dieksploitasi mineral bukan logam fosfat fosfat dapat ditemukan di beberapa daerah di jawa barat jawa tengah dan jawa timur dolomit dolomit ditambang di tuban gresik dan madura garam batu garam batu ditambang di madura batu pualam batu pualam juga merupakan komoditas tambang di pulau jawa batu batuan batu gunung potensi tambang batu gunung ada di kendal jogorogo di kabupaten ngawi batu gamping batu gamping juga diproduksi di pitu dan kasreman di kabupaten ngawi andesit andesit termasuk andesit batu hias diproduksi di jawa barat batu kapur batu kapur juga diproduksi di jawa barat bentonit bentonit juga diproduksi di jawa barat feldspar feldspar juga diproduksi di jawa barat marmer marmer juga diproduksi di jawa barat pasir pasang pasir pasang juga diproduksi di jawa barat sirtu sirtu juga diproduksi di jawa barat pasir kuarsa batu urug pasir kerikil pasir kuarsa dan jenis pasir lainnya diproduksi di jawa barat lain lain belerang belerang juga merupakan komoditas tambang yang diproduksi di pulau jawa batubara batubara ada di beberapa daerah di pulau jawa seperti bayah dan rangkasbitung di banten serta di bogor sukabumi purwakarta tasikmalaya dan garut tambang yang belum dieksploitasi pasir besi potensi tambang pasir besi di lumajang belum sepenuhnya,277,22.0
0,0,mention_user toyota dan honda memiliki pabrik di jawa untuk memproduksi mobil perusahaan produk konsumen unilever nestle dan coca cola memiliki pabrik dan kantor di jawa untuk memproduksi produk makanan dan minuman perusahaan elektronik samsung dan apple memiliki pabrik dan kantor di jawa untuk memproduksi perangkat elektronik perusahaan migas petronas perusahaan minyak dan gas asal malaysia juga memiliki kegiatan di jawa timur melalui kontrak kerja sama north madura ii perusahaan lain perusahaan lain seperti pt meiloon technology indonesia pt sagami indonesia dan pt cds asia juga telah merelokasi pabrik dari cina ke indonesia dan beroperasi di jawa,96,22.0
0,0,kalau tsunami gak bisa diprediksi bila allah mau menghendaki dimana saja bisa terjadi tapi jawa saya lihat memang sering terjadi banjir dan longsor,23,22.0
0,0,jawa punya semua kalo masalh sdm univ ptn 10 aj jawaa semua universitas indonesia ui depok universitas gadjah mada ugm yogyakarta institut teknologi bandung itb bandung institut pertanian bogor ipb university bogor universitas airlangga unair surabaya universitas brawijaya ub malang universitas diponegoro undip semarang universitas hasanuddin unhas makassar institut teknologi sepuluh nopember its surabaya universitas padjadjaran unpad bandung,58,22.0
0,0,100 th kmdian bisa aja jd negara masing masing secara geografis sumatera dan kalimantan plus papua yg paling cpt bisa makmur klw pengelolaan negara nya bener,26,22.0
0,0,timor leste mana ada pnya sda jauh lah ama ke 3 pulau itu mknya gw bilang klw pengelolaannya bener 3 pulau itu paling cpt sejahtera nya,26,22.0
0,0,itu kan menurut kamu belum tentu jadi sejahtera setelah merdeka yg membantu negara merdeka di jaman sekarang adalah pbb yang ada malah jadi budak negara eropa dan us,28,22.0
0,0,nyatanya pengelolaan di 3 benua itu masih banyak korup sampai sekarang penyumbang apbn negara terbanyak tetap provinsi2 di jawa lebih 50 perputaran ekonomi jg di jawa papua nugini kaya akan segala hal tp lebih parah dr papua indonesia ekonominya krn semua tentang pengelolaan,43,22.0
0,0,pemimpin dulu lebih tau dan menjadikan negara ini republik agar rasisme hilang sedikit demi sedikit dikarenakan pernikahan antar suku lebih sering dan ujung ujungnya sekarang yg murni asli suku daerahnya mngkin berkurang karena peleburan suku suku tsb,37,22.0
0,0,ya gak di soil lah kan kita mah udah maju duluan kalau yang di soil belum maju gak makan nya itu gambaran buat kemajuan kalain wkkwkw kita mah gak usah di soil juga karna kita mah udah maju,38,22.0
0,0,lebih tepatnya tanpa semua wilayah yg sekarang jawa itu g ada apa apa nya kalimantan kaya akan bantu bara sumatra emas sulawesi nikel papua lahannya,25,22.0
0,0,mohon maaf sebelumnya dalam mengelola sumber daya alam bukanlah akan lebih baik jika orang yg berada di wilayah tersebut saja yg mengelolanya tidak perlu ada campur tangan pihak luar pulau,30,22.0
